City,State,Country,Shape_id,Image,Date,Time
Ore City,TX,USA,4,No,06/01/1974,10:00:00
Peebles,OH,USA,4,No,06/01/1974,00:00:00
Athens,GA,USA,4,No,05/10/1974,19:00:00
Ft. Bragg,NC,USA,4,No,05/01/1974,01:00:00
Mill Valley,CA,USA,4,No,04/01/1974,13:00:00
Carbondale,PA,USA,4,No,01/09/1974,21:00:00
Brooklyn,TX,USA,4,No,01/01/1974,03:00:00
San Antonio,TX,USA,4,No,09/12/1973,23:00:00
Moss Point,MS,USA,4,No,09/10/1973,17:00:00
Robbins AFB,GA,USA,4,No,09/01/1973,20:00:00
Bar Harbor,ME,USA,4,No,07/10/1973,00:00:00
Saint John (Canada),NB,Canada,4,No,07/01/1973,22:00:00
Moody,MO,USA,4,No,06/12/1973,00:00:00
Pensacola,FL,USA,4,No,06/01/1973,21:00:00
Eddington,ME,USA,4,No,06/01/1973,19:00:00
Sultan (near),WA,USA,4,No,06/01/1973,00:00:00
Schenectady,NY,USA,4,No,06/01/1973,00:00:00
Port Sulphur,LA,USA,4,No,02/01/1973,23:00:00
Osowatomie,KS,USA,4,No,12/01/1972,20:00:00
Eddington,ME,USA,4,No,12/01/1972,19:00:00
Chattanooga,TN,USA,4,No,12/01/1972,17:00:00
Hiawassee,GA,USA,4,No,11/01/1972,22:00:00
Harlan County,KY,USA,4,No,10/10/1972,19:00:00
Auburn,AL,USA,4,No,08/12/1972,10:00:00
Bloomington,IL,USA,4,No,08/10/1972,12:10:00
Stone Mountain,GA,USA,4,No,07/01/1972,03:00:00
LaCoste,TX,USA,4,No,06/10/1972,05:00:00
Anderson,CA,USA,4,No,06/09/1972,13:00:00
Tate,GA,USA,4,No,06/01/1972,23:30:00
Greenville,SC,USA,4,No,06/01/1972,21:30:00
Avery Island,LA,USA,4,No,06/01/1972,13:00:00
Two Egg Mariana,FL,USA,4,No,06/01/1972,02:30:00
Monterey Park,CA,USA,4,No,11/12/1971,16:45:00
Forest Grove,MI,USA,4,No,09/01/1971,22:30:00
Georgia (rural),GA,USA,4,No,07/01/1971,13:00:00
Fremont,CA,USA,4,No,06/10/1971,09:00:00
Molson,WA,USA,4,No,05/05/1971,18:00:00
Carrolton,GA,USA,4,No,04/11/1971,23:00:00
Havensville,KS,USA,4,No,02/05/1971,20:30:00
Conshohocken,PA,USA,4,No,02/05/1971,18:45:00
Waverly Hall,GA,USA,4,No,02/01/1971,18:30:00
Sparwood (outskirts) (Canada),BC,Canada,4,No,08/01/1970,22:00:00
Gloucester,NC,USA,4,No,07/12/1970,19:00:00
Lynnwood,WA,USA,4,No,06/01/1970,23:30:00
Fulton,NY,USA,4,No,06/01/1970,17:00:00
Chicago,CA,USA,4,No,06/01/1970,16:00:00
La Grange,IL,USA,4,No,05/01/1970,15:30:00
Hogans Camp Resort,CA,USA,4,No,11/01/1969,22:00:00
Riverton (Canada),MB,Canada,4,No,08/07/1969,18:30:00
Chariton,IA,USA,4,No,07/10/1969,21:00:00
Salt Lake City,UT,USA,4,No,07/10/1969,12:00:00
Chambers County (area of Al-Ga line),AL,USA,4,No,07/01/1969,22:15:00
Philadelphia,MS,USA,4,No,06/01/1969,23:00:00
Hawthorne,CA,USA,4,No,10/10/1968,13:00:00
Kennebunkport,ME,USA,4,No,10/01/1968,20:00:00
Santa Rosa,CA,USA,4,No,09/09/1968,21:00:00
New York City (Glen Oaks)(Queens),NY,USA,4,No,08/12/1968,20:00:00
Coxsackie,NY,USA,4,No,08/01/1968,19:00:00
Salt Lake City,UT,USA,4,No,07/01/1968,20:45:00
St. Paul,MN,USA,4,No,06/12/1968,02:30:00
Mississippi (rural; hitchhiking),MS,USA,4,No,06/01/1968,22:00:00
Billings,MT,USA,4,No,06/01/1968,18:00:00
Camden,AR,USA,4,No,06/01/1968,16:00:00
Franconia Notch (near),NH,USA,4,No,05/01/1968,14:00:00
Savannah,GA,USA,4,No,04/01/1968,20:30:00
Wheaton,MD,USA,4,No,01/01/1968,23:00:00
Lawndale,CA,USA,4,No,01/01/1968,00:00:00
Burlington,NJ,USA,4,No,01/01/1968,00:00:00
Greenville,IL,USA,4,No,10/01/1967,13:00:00
Brownville,ME,USA,4,No,09/10/1967,00:00:00
Little Rock,AR,USA,4,No,08/11/1967,19:00:00
Babylon,NY,USA,4,No,08/08/1967,11:00:00
Coxsackie,NY,USA,4,No,08/01/1967,19:00:00
Myrtle Creek,OR,USA,4,No,06/01/1967,20:30:00
San Diego,CA,USA,4,No,06/01/1967,12:00:00
Farmersville,OH,USA,4,No,06/01/1967,00:00:00
Mt. Washington,NH,USA,4,No,03/10/1967,23:00:00
Bakersfield,CA,USA,4,No,09/05/1966,00:00:00
Columbus,NE,USA,4,No,09/05/1966,21:00:00
Columbus,OH,USA,4,No,08/01/1966,05:30:00
New Braintree,MA,USA,4,No,04/01/1966,21:00:00
Enfield,CT,USA,4,No,12/09/1965,16:48:00
Enfield,CT,USA,4,No,12/09/1965,16:48:00
Pittsburgh,PA,USA,4,No,10/12/1965,12:00:00
Fayetteville,NC,USA,4,No,07/12/1965,02:15:00
College Park,GA,USA,4,No,06/06/1965,17:00:00
Indianapolis,IN,USA,4,No,02/01/1965,07:30:00
Boston,MA,USA,4,No,08/04/1964,09:30:00
Drew,OR,USA,4,No,07/12/1964,12:00:00
Dedham/Westwood line,MA,USA,4,No,06/11/1964,21:40:00
Auburndale,MA,USA,4,No,06/11/1964,20:15:00
Chicago,IL,USA,4,No,06/10/1964,22:00:00
North Yakima,WA,USA,4,No,06/01/1964,21:30:00
New York City (Richmond Hills) (Queens),NY,USA,4,No,10/03/1963,21:00:00
Menasha,WI,USA,4,No,06/11/1963,11:00:00
Jackson,OH,USA,4,No,05/01/1963,20:00:00
Seattle,WA,USA,4,No,09/01/1962,12:00:00
San Francisco,CA,USA,4,No,06/01/1962,19:00:00
Bakersfield,CA,USA,4,No,11/11/1961,23:00:00
Lawrenceville,GA,USA,4,No,07/01/1961,21:00:00
Kendallville,IN,USA,4,No,01/01/1961,13:00:00
Santa Clara,CA,USA,4,No,01/01/1961,12:00:00
Belmont,NY,USA,4,No,08/10/1960,01:00:00
Crystal (N. Wisconsin Lake),WI,USA,4,No,08/01/1960,23:00:00
New Berlin,WI,USA,4,No,07/04/1960,21:30:00
Avon Lake,OH,USA,4,No,06/01/1960,22:00:00
Arvada,CO,USA,4,No,06/05/1959,13:00:00
Wabash River (on),IN,USA,4,No,06/01/1959,08:00:00
El Sobrante,CA,USA,4,No,05/05/1959,09:00:00
Sunset Beach,NC,USA,4,No,03/11/1959,02:00:00
Grand Island,NE,USA,4,No,06/01/1958,22:30:00
Middlesex,NC,USA,4,No,06/01/1958,02:00:00
North Hollywood,CA,USA,4,No,05/07/1958,10:00:00
Brecksville,OH,USA,4,No,09/01/1957,23:00:00
Hicksville (Long Island),NY,USA,4,No,06/06/1957,22:00:00
Edna,TX,USA,4,No,10/10/1956,21:00:00
Edmondton (Canada),AB,Canada,4,No,07/12/1956,21:10:00
Salt Lake City,UT,USA,4,No,06/05/1956,00:00:00
Hopkinsville,KY,USA,4,No,06/01/1956,06:00:00
Mono Lake (area),CA,USA,4,No,10/01/1955,22:00:00
Newtown Square,PA,USA,4,No,08/06/1955,19:00:00
Sproul,PA,USA,4,No,07/10/1955,12:00:00
Martinez (outskirts),CA,USA,4,No,06/01/1955,17:00:00
Bagley,MN,USA,4,No,06/01/1955,02:00:00
Homaland,CA,USA,4,No,06/01/1955,00:00:00
Flatwoods,WV,USA,4,No,10/01/1954,19:00:00
Los Angeles,CA,USA,4,No,07/01/1954,22:00:00
Ramey Air Force Base (Puerto Rico),PR,Puerto Rico,4,No,06/01/1954,00:00:00
Sioux City,IA,USA,4,No,01/01/1954,22:00:00
Philadelphia,PA,USA,4,No,09/09/1952,20:00:00
Evergreen,CO,USA,4,No,07/07/1952,10:00:00
Chicago (south suburb),IL,USA,4,No,06/10/1952,12:00:00
Sunland / Tujunga,CA,USA,4,No,08/10/1951,01:00:00
Los Angeles,CT,USA,4,No,06/04/1949,10:00:00
Sharpsburg,MD,USA,4,No,12/12/1948,23:30:00
New York City (Brooklyn),NY,USA,4,No,08/01/1948,02:00:00
Seattle,WA,USA,4,No,07/10/1947,20:00:00
Espanola (outside of),NM,USA,4,No,06/01/1947,17:00:00
Forest Home,CA,USA,4,No,07/02/1941,11:30:00
teton village wyoming,WY,USA,4,No,01/01/2020,12:00:00
Chilliwack,BC,Canada,4,No,12/09/2019,05:30:00
Stamford,CT,USA,4,No,22/06/2022,02:08:00
Cheney,KS,USA,4,No,20/06/2022,22:00:00
Pleasantville,IA,USA,4,Yes,20/06/2022,16:02:00
Senoia,GA,USA,4,No,19/06/2022,23:43:00
Rancho Cucamonga,CA,USA,4,Yes,19/06/2022,23:05:00
Queens,NY,USA,4,Yes,19/06/2022,20:55:00
Laporte,IN,USA,4,Yes,19/06/2022,13:12:00
Inman,SC,USA,4,Yes,19/06/2022,02:00:00
Albia,IA,USA,4,Yes,19/06/2022,01:15:00
Bullard,TX,USA,4,No,19/06/2022,01:00:00
Rye,CO,USA,4,No,19/06/2022,00:20:00
Marengo,IL,USA,4,Yes,19/06/2022,00:15:00
Torquay,Victoria,Australia,4,No,18/06/2022,20:01:00
New Braunfels,TX,USA,4,No,16/06/2022,23:51:00
Saint Peter,MN,USA,4,No,16/06/2022,23:48:00
Seattle,WA,USA,4,Yes,16/06/2022,01:00:00
Seattle,WA,USA,4,Yes,15/06/2022,02:12:00
DuBois,PA,USA,4,No,14/06/2022,23:59:00
Stamford,CT,USA,4,Yes,14/06/2022,12:28:00
Stamford,CT,USA,4,Yes,13/06/2022,19:30:00
Greenwood,IN,USA,4,Yes,31/05/2022,05:00:00
Rockville,MD,USA,4,Yes,30/05/2022,05:05:00
Richland,WA,USA,4,No,29/05/2022,22:52:00
Lakeville,NY,USA,4,No,29/05/2022,22:30:00
Pacifica,CA,USA,4,No,29/05/2022,21:01:00
Moosic,PA,USA,4,No,27/05/2022,21:30:00
Markham,ON,Canada,4,Yes,25/05/2022,14:58:00
Carmel,CA,USA,4,No,24/05/2022,21:05:00
Southington,CT,USA,4,No,21/05/2022,14:40:00
Bronx,NY,USA,4,No,20/05/2022,12:17:00
Stamford,CT,USA,4,No,18/05/2022,12:20:00
Stafford,VA,USA,4,Yes,18/05/2022,12:00:00
Saratoga Springs,UT,USA,4,No,18/05/2022,04:23:00
Irvington,KY,USA,4,No,16/05/2022,11:13:00
Grant,MI,USA,4,No,15/05/2022,23:30:00
OREGON CITY,OR,USA,4,No,15/05/2022,09:05:00
Alvord Desert,OR,USA,4,No,14/05/2022,21:20:00
Salem,VA,USA,4,No,14/05/2022,21:00:00
middle grove,NY,USA,4,No,13/05/2022,22:00:00
Troy,MT,USA,4,No,13/05/2022,21:27:00
Moab,UT,USA,4,No,30/04/2022,21:10:00
Oneida,TN,USA,4,Yes,30/04/2022,05:50:00
Montgomery,PA,USA,4,No,30/04/2022,04:34:00
Vienna,VA,USA,4,Yes,29/04/2022,08:02:00
LONG BEACH,CA,USA,4,No,28/04/2022,23:58:00
"Mooresville, Charlotte",NC,USA,4,Yes,24/04/2022,20:20:00
Denver,CO,USA,4,No,23/04/2022,22:40:00
Lafayette,CO,USA,4,No,20/04/2022,23:19:00
Albuquerque,NM,USA,4,No,20/04/2022,21:54:00
Farmington,NM,USA,4,No,18/04/2022,20:27:00
Hellertown,PA,USA,4,No,15/04/2022,21:55:00
Aurora,IN,USA,4,Yes,15/04/2022,14:20:00
Autin,TX,USA,4,No,13/04/2022,21:45:00
Lincoln,CA,USA,4,No,31/03/2022,23:50:00
Littleton,CO,USA,4,No,30/03/2022,11:54:00
Long Beach,CA,USA,4,No,29/03/2022,15:00:00
Fairbanks,AK,USA,4,Yes,28/03/2022,04:49:00
Berry,KY,USA,4,No,27/03/2022,23:30:00
Hemet,CA,USA,4,No,26/03/2022,22:00:00
Battle Ground,WA,USA,4,Yes,26/03/2022,00:00:00
Sacramento,CA,USA,4,Yes,25/03/2022,23:00:00
Charlton (UK/England),Royal Borough of Greenwich,UK/England,4,No,24/03/2022,17:30:00
Loxley,AL,USA,4,No,23/03/2022,05:32:00
Belchertown,MA,USA,4,No,22/03/2022,19:50:00
San Diego,CA,USA,4,Yes,21/03/2022,19:53:00
El Cajon,CA,USA,4,Yes,21/03/2022,02:14:00
Kasilof,AK,USA,4,Yes,20/03/2022,22:26:00
Spring Valley,CA,USA,4,No,19/03/2022,16:35:00
Vista,CA,USA,4,Yes,17/03/2022,14:00:00
Creston,CA,USA,4,Yes,17/03/2022,10:58:00
Brimfield,MA,USA,4,Yes,16/03/2022,20:26:00
Staten Island,NY,USA,4,Yes,15/03/2022,09:00:00
White Oak,OH,USA,4,Yes,15/03/2022,02:00:00
Berlin,MD,USA,4,No,27/02/2022,21:00:00
Spring Hill,FL,USA,4,No,26/02/2022,17:47:00
Seaford,NY,USA,4,No,25/02/2022,23:00:00
Sunderland. Houghton le Spring,County Durham,United Kingdom,4,No,25/02/2022,19:28:00
QUEEN CREEK,AZ,USA,4,Yes,24/02/2022,06:05:00
Honolulu,HI,USA,4,No,24/02/2022,02:00:00
Brownstown,PA,USA,4,No,23/02/2022,06:25:00
Los Angelas,CA,USA,4,No,23/02/2022,03:50:00
San Francisco,CA,USA,4,No,22/02/2022,17:46:00
Las Vegas,NV,USA,4,Yes,22/02/2022,13:53:00
Rego park,NY,USA,4,Yes,21/02/2022,20:25:00
Laytonville,null,USA,4,Yes,20/02/2022,19:05:00
deep river,CT,USA,4,No,20/02/2022,00:24:00
Tucson,AZ,USA,4,No,19/02/2022,21:03:00
Wayne,NJ,USA,4,No,19/02/2022,00:15:00
Honolulu,HI,USA,4,No,17/02/2022,21:32:00
Wellington,FL,USA,4,No,16/02/2022,16:13:00
Glendale,AZ,USA,4,No,16/02/2022,06:30:00
South Dennis,MA,USA,4,No,16/02/2022,00:38:00
Sonora,CA,USA,4,No,15/02/2022,12:07:00
Chili,NY,USA,4,No,14/02/2022,22:20:00
Lees Summit,MO,USA,4,No,13/02/2022,06:47:00
Surrey (Canada),BC,Canada,4,Yes,13/02/2022,06:41:00
Port Allegheny,PA,USA,4,Yes,31/01/2022,19:46:00
Fort Smith,AR,USA,4,No,31/01/2022,18:50:00
Puryear,TN,USA,4,Yes,31/01/2022,18:49:00
Pinellas park,FL,USA,4,No,30/01/2022,23:40:00
Phoenix,AZ,USA,4,No,29/01/2022,21:06:00
Huntsville,AL,USA,4,No,29/01/2022,19:00:00
Peakhurst Heights,New South Wales,Australia,4,No,29/01/2022,05:10:00
Surga Grove,NC,USA,4,No,28/01/2022,20:45:00
Castro Valley,CA,USA,4,Yes,28/01/2022,20:28:00
Fort Payne,AL,USA,4,No,28/01/2022,13:52:00
Cornville,AZ,USA,4,Yes,28/01/2022,10:30:00
Granada Hills,CA,USA,4,No,27/01/2022,11:53:00
Calera,AL,USA,4,No,26/01/2022,19:30:00
Geraldton (Australia),Western Australia,Australia,4,Yes,26/01/2022,04:00:00
Beecher,IL,USA,4,No,21/01/2022,18:50:00
Mckinelyville,CA,USA,4,Yes,21/01/2022,09:21:00
Weymouth,MA,USA,4,No,19/01/2022,19:12:00
Chattanooga,TN,USA,4,No,18/01/2022,21:15:00
Winter haven,FL,USA,4,No,18/01/2022,21:08:00
Millsboro,DE,USA,4,No,18/01/2022,20:50:00
Colquitt,GA,USA,4,Yes,18/01/2022,07:54:00
Walsenburg,CO,USA,4,Yes,17/01/2022,05:59:00
Moorestown,NJ,USA,4,Yes,16/01/2022,23:30:00
"Taylorsville, Salt Lake, Utah",UT,USA,4,No,16/01/2022,18:58:00
Langhorne,PA,USA,4,No,15/01/2022,20:48:00
Ketchum,ID,USA,4,No,15/01/2022,04:10:00
Raleigh,NC,USA,4,No,15/01/2022,02:35:00
Spuzzum,British Columbia,Canada,4,No,31/12/2021,17:32:00
Eliasville,TX,USA,4,No,30/12/2021,22:40:00
Waterlooville (UK/England),Hampshire,United Kingdom,4,No,30/12/2021,20:39:00
Manila (Philippines),Metro Manila,Philippines,4,No,30/12/2021,17:30:00
Norfolk,VA,USA,4,No,28/12/2021,17:30:00
Kalamazoo,MI,USA,4,No,27/12/2021,23:00:00
Cambridge,MD,USA,4,Yes,26/12/2021,21:30:00
Milton,FL,USA,4,Yes,26/12/2021,17:45:00
Concho,AZ,USA,4,No,25/12/2021,01:15:00
Branford,CT,USA,4,No,24/12/2021,21:00:00
Spokane,WA,USA,4,Yes,24/12/2021,19:30:00
MacArthur,WV,USA,4,Yes,24/12/2021,17:48:00
Derby,NY,USA,4,No,21/12/2021,18:30:00
Supply,NC,USA,4,No,20/12/2021,02:00:00
Troy,NY,USA,4,No,20/12/2021,00:30:00
Branford,CT,USA,4,Yes,19/12/2021,23:00:00
Baltimore,MD,USA,4,No,19/12/2021,18:59:00
Cape Coral,FL,USA,4,No,18/12/2021,19:16:00
Butte,MT,USA,4,Yes,17/12/2021,22:30:00
Cambria Heights,NY,USA,4,No,17/12/2021,03:30:00
Between Mississauga and Toronto,Ontario,Canada,4,No,16/12/2021,17:00:00
Stow,MA,USA,4,No,14/12/2021,18:15:00
Madison,NC,USA,4,No,14/12/2021,06:00:00
King,NC,USA,4,No,14/12/2021,00:30:00
Plymouth,MA,USA,4,No,30/11/2021,17:00:00
Olympia,WA,USA,4,No,29/11/2021,16:30:00
Lennox,MA,USA,4,No,27/11/2021,20:00:00
Chandler,AZ,USA,4,No,26/11/2021,19:30:00
Carmichael,CA,USA,4,No,26/11/2021,18:30:00
Big Coppitt,FL,USA,4,No,25/11/2021,23:00:00
Jenner,CA,USA,4,No,25/11/2021,21:30:00
Delta,CO,USA,4,No,25/11/2021,20:16:00
Surprise,AZ,USA,4,No,25/11/2021,18:30:00
Camden,DE,USA,4,No,24/11/2021,19:30:00
BirchBay,WA,USA,4,No,24/11/2021,00:00:00
Hondo,TX,USA,4,No,23/11/2021,19:30:00
Aldan,PA,USA,4,No,23/11/2021,18:00:00
Surfside,FL,USA,4,No,22/11/2021,03:30:00
Claycomo,MO,USA,4,No,21/11/2021,20:30:00
Lordsburg and Silver City (between),NM,USA,4,No,20/11/2021,23:30:00
Dubois,PA,USA,4,No,20/11/2021,21:30:00
Nampa,ID,USA,4,No,20/11/2021,17:30:00
Lansing,IL,USA,4,Yes,19/11/2021,01:15:00
Brunswick,OH,USA,4,No,17/11/2021,13:30:00
Elgin,IL,USA,4,No,16/11/2021,19:25:00
West Jordan,UT,USA,4,No,16/11/2021,18:45:00
Lake worth,FL,USA,4,No,15/11/2021,18:00:00
Auburndale,FL,USA,4,No,15/11/2021,03:22:00
Yelm,WA,USA,4,No,14/11/2021,22:00:00
saint augustine,FL,USA,4,Yes,13/11/2021,17:35:00
Cary,NC,USA,4,No,30/10/2021,19:10:00
Surrey (Canada),BC,Canada,4,No,30/10/2021,18:00:00
Portland,OR,USA,4,No,29/10/2021,23:00:00
Barnes,KS,USA,4,No,29/10/2021,19:00:00
Soldotna,AK,USA,4,No,29/10/2021,09:25:00
Soldotna,AK,USA,4,No,29/10/2021,09:25:00
Sykesville,MD,USA,4,No,25/10/2021,20:24:00
Mahwah,NJ,USA,4,No,25/10/2021,20:00:00
Burney,CA,USA,4,No,25/10/2021,19:00:00
Hamilton,NJ,USA,4,No,22/10/2021,19:00:00
Tonganoxie,KS,USA,4,No,21/10/2021,20:30:00
Toms River,NJ,USA,4,No,19/10/2021,03:11:00
South San Francisco,CA,USA,4,No,18/10/2021,18:43:00
Walkill,NY,USA,4,No,17/10/2021,21:00:00
Mechanicsburg,PA,USA,4,No,14/10/2021,17:14:00
Los Angeles,CA,USA,4,No,30/09/2021,20:30:00
Tampa,FL,USA,4,No,30/09/2021,14:00:00
Cape Coral,FL,USA,4,No,28/09/2021,21:00:00
Hecla Island (Canada),Manitoba,Canada,4,Yes,25/09/2021,12:00:00
Jamul,CA,USA,4,No,23/09/2021,18:45:00
Albany,OR,USA,4,No,23/09/2021,00:00:00
Augusta,ME,USA,4,No,20/09/2021,19:20:00
Thorofare,NJ,USA,4,No,19/09/2021,18:28:00
Toms River,NJ,USA,4,No,19/09/2021,13:45:00
Huntington,NY,USA,4,No,18/09/2021,19:32:00
Moses Lake,WA,USA,4,No,17/09/2021,21:25:00
Roseville,MI,USA,4,Yes,16/09/2021,19:45:00
Portage,IN,USA,4,No,15/09/2021,20:45:00
Sycamore,IL,USA,4,No,15/09/2021,08:30:00
Litchfield park,AZ,USA,4,No,13/09/2021,21:00:00
Manistique,MI,USA,4,No,13/09/2021,00:30:00
Lubbock,TX,USA,4,No,29/08/2021,02:30:00
Issaquah,WA,USA,4,No,28/08/2021,17:45:00
Oakland,CA,USA,4,No,26/08/2021,15:35:00
Sandbridge/Virginia Beach,VA,USA,4,No,25/08/2021,22:06:00
Boonton,NJ,USA,4,No,23/08/2021,22:00:00
New York City (Bronx),NY,USA,4,No,23/08/2021,20:49:00
Tooele,UT,USA,4,No,23/08/2021,02:00:00
Chelmsford,Essex,United Kingdom,4,Yes,22/08/2021,21:55:00
Greensboro,NC,USA,4,No,22/08/2021,15:45:00
El Paso,TX,USA,4,No,21/08/2021,23:47:00
Coral Springs,FL,USA,4,No,21/08/2021,18:31:00
Pine Valley,CA,USA,4,No,21/08/2021,06:30:00
Lachute (Canada),QC,Canada,4,No,18/08/2021,21:00:00
Bethlehem,PA,USA,4,No,15/08/2021,17:00:00
Darien,CT,USA,4,No,14/08/2021,23:59:00
Ada,OK,USA,4,No,14/08/2021,02:35:00
Reading,PA,USA,4,No,13/08/2021,23:03:00
Windsor,VA,USA,4,No,31/07/2021,20:45:00
San Antonio,TX,USA,4,No,31/07/2021,15:00:00
Ukiah,CA,USA,4,Yes,31/07/2021,03:36:00
Brewster,WA,USA,4,No,29/07/2021,23:30:00
Kittery,ME,USA,4,Yes,25/07/2021,20:36:00
Kansas City,KS,USA,4,No,23/07/2021,00:00:00
Point Pleasant Beach,NJ,USA,4,No,22/07/2021,21:30:00
Springfield,OR,USA,4,No,21/07/2021,05:30:00
Richboro,PA,USA,4,No,21/07/2021,03:01:00
Philadelphia,PA,USA,4,No,19/07/2021,19:35:00
Hutto,TX,USA,4,No,16/07/2021,23:00:00
Charlotte,NC,USA,4,No,29/06/2021,22:30:00
Boardman,OH,USA,4,Yes,28/06/2021,22:30:00
Aubrey,TX,USA,4,No,27/06/2021,21:50:00
Oakley,CA,USA,4,No,27/06/2021,21:24:00
Edgewood,NM,USA,4,No,26/06/2021,18:00:00
York City (Brooklyn),NY,USA,4,No,21/06/2021,19:30:00
Rutland,VT,USA,4,No,20/06/2021,21:52:00
Wilmington,NC,USA,4,No,20/06/2021,05:12:00
Barret beach fire lsland NY,NY,USA,4,No,19/06/2021,04:17:00
Oakland,CA,USA,4,No,18/06/2021,01:20:00
Downingtown,PA,USA,4,No,18/06/2021,01:00:00
Romulus,NY,USA,4,No,17/06/2021,13:00:00
Cranston,RI,USA,4,No,17/06/2021,12:00:00
Buena park,CA,USA,4,No,17/06/2021,09:00:00
Niwot,CO,USA,4,No,15/06/2021,20:45:00
Boulder,CO,USA,4,No,15/06/2021,20:34:00
Longmont,CO,USA,4,No,15/06/2021,20:00:00
Gladstone,MI,USA,4,No,13/06/2021,22:30:00
Crestline,CA,USA,4,No,31/05/2021,21:15:00
Fallbrook,CA,USA,4,No,31/05/2021,00:06:00
Irvine,CA,USA,4,No,30/05/2021,22:20:00
Palm Springs,CA,USA,4,No,30/05/2021,19:00:00
Little Rock,AR,USA,4,No,30/05/2021,16:55:00
Gun Barrel City,TX,USA,4,No,29/05/2021,21:45:00
Stoneman Lake,AZ,USA,4,No,29/05/2021,21:20:00
Las Vegas,NV,USA,4,Yes,29/05/2021,20:22:00
Calgary (Canada),AB,Canada,4,No,28/05/2021,23:13:00
Margate,FL,USA,4,No,28/05/2021,21:12:00
Williams Bay,WI,USA,4,No,27/05/2021,22:00:00
New Rochelle,NY,USA,4,No,27/05/2021,20:45:00
Alpharetta,GA,USA,4,No,27/05/2021,06:46:00
Laurel,MD,USA,4,No,24/05/2021,21:00:00
Balch Springs,TX,USA,4,No,23/05/2021,20:30:00
Bossier,LA,USA,4,No,22/05/2021,22:08:00
Rancho Mirage,CA,USA,4,No,22/05/2021,21:44:00
Merced,CA,USA,4,No,22/05/2021,21:44:00
Concord Township,ME,USA,4,No,22/05/2021,20:30:00
Michigan City,IN,USA,4,No,22/05/2021,10:20:00
Scottsdale,AZ,USA,4,No,22/05/2021,00:00:00
Kingston,WA,USA,4,No,21/05/2021,22:22:00
Taftville,CT,USA,4,No,18/05/2021,22:30:00
Colton,CA,USA,4,No,18/05/2021,21:25:00
Lompoc,CA,USA,4,No,18/05/2021,00:30:00
Staten Island,NY,USA,4,No,17/05/2021,08:21:00
Bogota,NJ,USA,4,No,17/05/2021,00:07:00
Richland,WA,USA,4,No,16/05/2021,23:10:00
Keizer,OR,USA,4,No,16/05/2021,22:40:00
Jacksonville,NC,USA,4,No,16/05/2021,19:00:00
New Baltimore,MI,USA,4,No,16/05/2021,15:45:00
San Pedro,CA,USA,4,No,16/05/2021,14:30:00
Vancouver,WA,USA,4,No,16/05/2021,11:00:00
Belen,NM,USA,4,No,16/05/2021,08:17:00
Holland,MI,USA,4,No,15/05/2021,22:55:00
Medford,OR,USA,4,No,15/05/2021,21:00:00
New York City (Brooklyn),NY,USA,4,No,15/05/2021,20:40:00
New Hanover Township,PA,USA,4,No,15/05/2021,20:15:00
Ironwood,MI,USA,4,No,14/05/2021,21:30:00
St. Thomas (Canada),ON,Canada,4,No,14/05/2021,04:17:00
Newton,IA,USA,4,No,30/04/2021,21:00:00
Oak Hill,WV,USA,4,No,30/04/2021,00:00:00
Carson City,NV,USA,4,No,29/04/2021,21:03:00
Carson City,NV,USA,4,No,28/04/2021,21:50:00
Tallahassee,CA,USA,4,No,26/04/2021,14:00:00
Calgary (Canada),AB,Canada,4,No,26/04/2021,00:30:00
Gresham,OR,USA,4,No,23/04/2021,20:30:00
Blackshear,GA,USA,4,No,23/04/2021,06:30:00
Mechanicsville,VA,USA,4,No,23/04/2021,06:00:00
Marietta,GA,USA,4,No,19/04/2021,14:49:00
Valdosta,GA,USA,4,No,17/04/2021,20:25:00
Lexington,KY,USA,4,No,17/04/2021,00:00:00
Kent,WA,USA,4,No,16/04/2021,21:50:00
Corona,CA,USA,4,No,16/04/2021,21:48:00
Palm Coast,FL,USA,4,No,16/04/2021,05:00:00
Glenns Ferry,ID,USA,4,No,28/03/2021,21:30:00
Apex,NC,USA,4,No,28/03/2021,21:00:00
cynthiana,LA,USA,4,No,27/03/2021,22:00:00
Portland,OR,USA,4,No,25/03/2021,09:00:00
Clifton Springs,NY,USA,4,No,23/03/2021,23:30:00
Brunswick,GA,USA,4,No,23/03/2021,21:00:00
Huntsville Alabama,AL,USA,4,Yes,18/03/2021,22:00:00
Windber,PA,USA,4,No,15/03/2021,06:35:00
Randolf,MN,USA,4,No,14/03/2021,21:00:00
Pass a grill Beach,FL,USA,4,No,28/02/2021,18:00:00
Pinkney,MI,USA,4,No,26/02/2021,03:00:00
Pittsburgh,PA,USA,4,No,26/02/2021,00:44:00
Cave Creek,AZ,USA,4,No,23/02/2021,21:30:00
Avondale,AZ,USA,4,No,21/02/2021,20:44:00
Davie,FL,USA,4,No,20/02/2021,20:30:00
Union,NJ,USA,4,No,20/02/2021,08:15:00
Purvis,MS,USA,4,No,16/02/2021,18:00:00
Malibu,CA,USA,4,No,14/02/2021,20:30:00
SPRINGFIELD,VA,USA,4,No,13/02/2021,12:10:00
Colorado City,CO,USA,4,No,28/01/2021,18:00:00
Rosamond,CA,USA,4,No,28/01/2021,00:15:00
Georgetown,TX,USA,4,No,25/01/2021,02:30:00
