City,State,Country,Shape_id,Image,Date,Time
Surrey (Canada),BC,Canada,4,No,04/12/2020,05:00:00
Cloverdale,OR,USA,4,No,04/12/2020,05:00:00
Malden,MA,USA,4,No,04/11/2020,22:00:00
Kennewick,WA,USA,4,No,04/11/2020,21:30:00
Quakertown,PA,USA,4,No,04/11/2020,21:09:00
Monroe township,NJ,USA,4,No,04/11/2020,10:04:00
Patterson,AR,USA,4,No,04/11/2020,00:30:00
Woodland,CA,USA,4,No,04/11/2020,00:07:00
Clifton park,NY,USA,4,No,04/10/2020,22:15:00
Rocky Hill,CT,USA,4,No,04/10/2020,22:00:00
rocky hill,CT,USA,4,No,04/10/2020,22:00:00
Reading,PA,USA,4,No,04/10/2020,22:00:00
London (Canada),ON,Canada,4,No,04/10/2020,21:30:00
Watervliet,NY,USA,4,No,04/10/2020,21:00:00
Seattle,WA,USA,4,No,04/10/2020,05:45:00
Canton,OH,USA,4,No,04/09/2020,21:00:00
Davenport,WA,USA,4,No,04/09/2020,21:00:00
Quakertown,PA,USA,4,No,04/08/2020,22:59:00
El Sobrante,CA,USA,4,No,04/08/2020,20:30:00
Spirit lake,ID,USA,4,No,04/08/2020,20:30:00
Utica,NY,USA,4,No,04/08/2020,11:00:00
New Westminster,BC,Canada,4,No,04/07/2020,22:00:00
Fort Lauderdale (near),FL,USA,4,No,04/07/2020,21:55:00
Edmonds,WA,USA,4,No,04/07/2020,21:00:00
Norton Shores,MI,USA,4,No,04/06/2020,00:00:00
Raynham,MA,USA,4,No,04/04/2020,21:45:00
Coeur d’Alene,ID,USA,4,No,04/04/2020,21:20:00
Bullhead City,AZ,USA,4,No,04/03/2020,21:26:00
Detroit,MI,USA,4,No,04/02/2020,09:38:00
Negley,OH,USA,4,No,04/01/2020,20:00:00
Moore,OH,USA,4,No,04/01/2020,20:00:00
Johnscreek,GA,USA,4,No,04/01/2020,10:00:00
Eagle River,AK,USA,4,No,03/12/2020,20:57:00
Lyons,OR,USA,4,No,03/12/2020,01:00:00
Olympia,WA,USA,4,No,03/11/2020,22:16:00
Chandler,OK,USA,4,No,03/10/2020,17:29:00
Detroit Lakes,MN,USA,4,No,03/09/2020,20:10:00
Chennai,IN,USA,4,No,03/09/2020,18:55:00
Jericho,VT,USA,4,No,03/09/2020,10:47:00
Paris,KY,USA,4,No,03/09/2020,01:00:00
New York City,PA,USA,4,No,03/08/2020,23:00:00
Carmichael,CA,USA,4,No,03/07/2020,21:00:00
Brooksville,FL,USA,4,No,03/06/2020,23:57:00
Eagle,ID,USA,4,No,03/06/2020,21:00:00
Saginaw,MI,USA,4,No,03/06/2020,20:30:00
Blackfoot,ID,USA,4,No,03/06/2020,20:00:00
Baraboo,WI,USA,4,No,03/06/2020,18:00:00
Madison,WI,USA,4,No,03/06/2020,17:00:00
Brunswick,OH,USA,4,No,03/05/2020,21:00:00
Irwin,PA,USA,4,No,03/05/2020,20:42:00
Columbus,OH,USA,4,No,03/05/2020,20:25:00
Sharon,PA,USA,4,No,03/05/2020,20:19:00
Elkview,WV,USA,4,No,03/05/2020,20:18:00
Lexington,KY,USA,4,No,03/05/2020,20:15:00
Greensburg,PA,USA,4,No,03/05/2020,20:00:00
Brunswick,OH,USA,4,No,03/05/2020,20:00:00
Commerce City,CO,USA,4,No,03/05/2020,19:50:00
Delta,CO,USA,4,No,03/05/2020,19:45:00
Denver,CO,USA,4,No,03/05/2020,19:35:00
Westminster,CO,USA,4,No,03/05/2020,19:30:00
Springfield,MO,USA,4,No,03/05/2020,19:00:00
Madera,CA,USA,4,No,03/05/2020,18:45:00
Orwell,VT,USA,4,No,03/05/2020,05:00:00
Kingman,AZ,USA,4,No,03/04/2020,21:00:00
Dade City,FL,USA,4,No,03/04/2020,20:00:00
Portland,OR,USA,4,No,03/04/2020,19:10:00
Lawrenceburg,KY,USA,4,No,03/04/2020,00:00:00
Necedah,WI,USA,4,No,03/03/2020,21:00:00
Chandler,AZ,USA,4,No,03/03/2020,20:30:00
Wichita,KS,USA,4,No,03/03/2020,19:00:00
Carlisle,PA,USA,4,No,03/03/2020,17:48:00
Adrian,MI,USA,4,No,03/03/2020,06:00:00
Auburndale,FL,USA,4,No,03/02/2020,22:00:00
Idaho Falls,ID,USA,4,No,03/01/2020,09:00:00
Winchester,OH,USA,4,No,03/01/2020,05:00:00
Massey (Canada),ON,Canada,4,No,03/01/2020,04:00:00
Somerton,AZ,USA,4,No,02/12/2020,21:30:00
Shoreline,WA,USA,4,No,02/10/2020,20:00:00
Montara,CA,USA,4,No,02/09/2020,05:45:00
Mashpee,MA,USA,4,No,02/08/2020,05:50:00
Kennebunk,ME,USA,4,No,02/08/2020,02:00:00
Carlin,NV,USA,4,No,02/07/2020,20:00:00
Rio Linda,CA,USA,4,No,02/06/2020,00:00:00
Jacksonville,FL,USA,4,No,02/05/2020,20:50:00
Streetsboro,OH,USA,4,No,02/05/2020,20:15:00
Ridgeway,VA,USA,4,No,02/05/2020,19:00:00
Cape Elizabeth,ME,USA,4,No,02/05/2020,13:30:00
Ararat,VA,USA,4,No,02/03/2020,19:00:00
Diboll,TX,USA,4,No,02/02/2020,21:30:00
Apache,OK,USA,4,No,02/02/2020,21:00:00
Las Vegas,NV,USA,4,No,02/02/2020,10:38:00
Miami,FL,USA,4,No,01/12/2020,19:00:00
Phoenix,AZ,USA,4,No,01/11/2020,18:15:00
Lehigh Acres,FL,USA,4,No,01/11/2020,07:00:00
Miami,FL,USA,4,No,01/11/2020,06:40:00
Carmel,NY,USA,4,No,01/10/2020,20:00:00
Burlington,KY,USA,4,No,01/10/2020,06:00:00
Kennesaw,GA,USA,4,No,01/09/2020,18:05:00
Port Angeles,WA,USA,4,No,01/09/2020,06:00:00
Maidens,VA,USA,4,No,01/08/2020,19:00:00
Albuquerque,NM,USA,4,No,01/06/2020,19:52:00
New Bern,NC,USA,4,No,01/05/2020,21:00:00
Lincoln,MA,USA,4,No,01/05/2020,18:30:00
West Odessa,TX,USA,4,No,01/05/2020,16:00:00
Louisville,KY,USA,4,No,01/05/2020,02:11:00
Redlands,CA,USA,4,No,01/04/2020,22:42:00
Red Rock,TX,USA,4,No,01/04/2020,22:08:00
Stephenville,TX,USA,4,No,01/04/2020,10:09:00
Bedias,TX,USA,4,No,01/04/2020,09:20:00
South Ogden,UT,USA,4,No,01/04/2020,09:00:00
Shelby Townshiip,MI,USA,4,No,01/04/2020,04:27:00
Ocala,FL,USA,4,No,01/03/2020,01:44:00
Rosemead,CA,USA,4,No,01/02/2020,09:00:00
Land o' Lakes,FL,USA,4,No,01/01/2020,23:59:00
Fort Myers Beach,FL,USA,4,No,01/01/2020,23:00:00
Boca Raton,FL,USA,4,No,01/01/2020,12:24:00
Fairfax,VA,USA,4,No,01/01/2020,10:35:00
Eagle,ID,USA,4,No,01/01/2020,01:20:00
Reno,NV,USA,4,No,01/01/2020,00:40:00
Boise,ID,USA,4,No,01/01/2020,00:01:00
Bakersfield,CA,USA,4,No,01/01/2020,00:00:00
Brick,NJ,USA,4,No,01/01/2020,00:00:00
El Centro,CA,USA,4,No,01/01/2020,00:00:00
Cottenwood,TX,USA,4,No,12/12/2019,19:10:00
Phoenix,AZ,USA,4,No,12/12/2019,06:00:00
Litchfield,SC,USA,4,No,12/12/2019,01:00:00
Albany,OR,USA,4,No,12/11/2019,15:15:00
Barberton,OH,USA,4,No,12/11/2019,06:00:00
Buckfield,ME,USA,4,No,12/10/2019,23:41:00
Anaheim,CA,USA,4,No,12/10/2019,18:23:00
Hastings,NE,USA,4,No,12/10/2019,06:23:00
Utica,NY,USA,4,No,12/09/2019,23:00:00
Yucaipa,CA,USA,4,No,12/09/2019,08:30:00
Hedgesville,WV,USA,4,No,12/07/2019,20:00:00
Houston,TX,USA,4,No,12/07/2019,17:40:00
Plymouth,IN,USA,4,No,12/06/2019,15:00:00
Lewistown,MT,USA,4,No,12/05/2019,06:50:00
Taunton,MA,USA,4,No,12/05/2019,03:45:00
Owatonna,MN,USA,4,No,12/04/2019,18:15:00
Independence,MO,USA,4,No,12/04/2019,07:30:00
Sparrows Point,MD,USA,4,No,12/03/2019,23:44:00
Vineland,NJ,USA,4,No,12/03/2019,19:00:00
Souderton,PA,USA,4,No,12/03/2019,19:00:00
River Falls,WI,USA,4,No,12/02/2019,22:20:00
Raeford,NC,USA,4,No,12/01/2019,14:50:00
Omaha,NE,USA,4,No,11/12/2019,18:35:00
Brooksville,FL,USA,4,No,11/12/2019,17:30:00
Wellton,AZ,USA,4,No,11/11/2019,19:00:00
Chula Vista,CA,USA,4,No,11/11/2019,18:00:00
Deer Park,NY,USA,4,No,11/11/2019,16:29:00
Milwaukee,WI,USA,4,No,11/10/2019,21:50:00
Cocolalla,ID,USA,4,No,11/10/2019,21:20:00
Mobile,AL,USA,4,No,11/10/2019,16:26:00
Guilford,NY,USA,4,No,11/10/2019,08:30:00
Scandia,KS,USA,4,No,11/10/2019,02:30:00
Shreveport,LA,USA,4,No,11/09/2019,20:00:00
Pensacola,FL,USA,4,No,11/09/2019,14:45:00
Galloway,OH,USA,4,No,11/08/2019,17:00:00
Downey,CA,USA,4,No,11/08/2019,00:00:00
Unionville,NC,USA,4,No,11/06/2019,21:00:00
Coatesville,PA,USA,4,No,11/06/2019,20:00:00
Seattle,WA,USA,4,No,11/05/2019,20:44:00
Colchester,CT,USA,4,No,11/05/2019,19:39:00
Wembley (Canada),AB,Canada,4,No,11/05/2019,02:00:00
Bridgeport,CT,USA,4,No,11/04/2019,19:00:00
Big Rock,TN,USA,4,No,11/04/2019,18:30:00
Springfield (Canada),NB,Canada,4,No,11/04/2019,17:45:00
Oregon City,OR,USA,4,No,11/03/2019,10:00:00
Sumpter,SC,USA,4,No,11/03/2019,04:00:00
Delavan,WI,USA,4,No,11/02/2019,23:25:00
Elmwood Park,IL,USA,4,No,11/02/2019,18:30:00
Antigo,WI,USA,4,No,11/01/2019,22:00:00
Newington,CT,USA,4,No,11/01/2019,06:50:00
Coeur d'Alene,ID,USA,4,No,11/01/2019,00:00:00
Deerfield Twnshp,OH,USA,4,No,10/12/2019,21:00:00
Bristow,OK,USA,4,No,10/12/2019,10:00:00
Springdale,AR,USA,4,No,10/12/2019,03:00:00
Greenville,NJ,USA,4,No,10/11/2019,06:08:00
Brownsville,TX,USA,4,No,10/11/2019,03:00:00
Apex,NC,USA,4,No,10/10/2019,19:30:00
Fowl River,AL,USA,4,No,10/10/2019,17:00:00
Columbus,OH,USA,4,No,10/10/2019,09:00:00
Portland,OR,USA,4,No,10/09/2019,21:00:00
El Mirage,AZ,USA,4,No,10/09/2019,18:35:00
Roseville,CA,USA,4,No,10/09/2019,18:10:00
Colts Neck,NJ,USA,4,No,10/08/2019,20:07:00
Clarksville,AR,USA,4,No,10/08/2019,06:15:00
Panama City Beach,FL,USA,4,No,10/07/2019,22:00:00
Campti,LA,USA,4,No,10/07/2019,22:00:00
Las Vegas,NV,USA,4,No,10/07/2019,21:35:00
Bondurant,IA,USA,4,No,10/07/2019,21:10:00
Visalia,CA,USA,4,No,10/07/2019,20:00:00
New York City (Queens),NY,USA,4,No,10/07/2019,06:00:00
Saint Charles,MO,USA,4,No,10/06/2019,07:38:00
Brookfield,OH,USA,4,No,10/06/2019,02:00:00
New Philadelphia,OH,USA,4,No,10/05/2019,20:51:00
Albuquerque,NM,USA,4,No,10/05/2019,18:35:00
Tabernacle,NJ,USA,4,No,10/05/2019,18:30:00
Collegeville,PA,USA,4,No,10/05/2019,18:30:00
Marlton,NJ,USA,4,No,10/05/2019,18:30:00
Lafayette Hill,PA,USA,4,No,10/05/2019,18:00:00
Mickleton,NJ,USA,4,No,10/05/2019,17:50:00
Sewell,NJ,USA,4,No,10/05/2019,17:30:00
Royersford,PA,USA,4,No,10/05/2019,16:00:00
Ephrata,PA,USA,4,No,10/05/2019,15:00:00
Lancaster,PA,USA,4,No,10/05/2019,10:00:00
Navarre Beach,FL,USA,4,No,10/05/2019,00:10:00
Burnsville,MN,USA,4,No,10/04/2019,23:45:00
Denver,CO,USA,4,No,10/04/2019,20:45:00
Arnold,MD,USA,4,No,10/04/2019,10:15:00
Mexico,MO,USA,4,No,10/03/2019,21:00:00
Lockport,IL,USA,4,No,10/03/2019,20:50:00
Phoenix,AZ,USA,4,No,10/03/2019,20:00:00
Albuquerque,NM,USA,4,No,10/03/2019,06:33:00
Kennett Square,PA,USA,4,No,10/02/2019,23:00:00
Knoxville,TN,USA,4,No,10/02/2019,22:45:00
Limerick,PA,USA,4,No,10/02/2019,03:26:00
Limerick,PA,USA,4,No,10/02/2019,03:26:00
Twin Falls,ID,USA,4,No,10/01/2019,21:30:00
Packwood,WA,USA,4,No,10/01/2019,21:00:00
Y-City,AR,USA,4,No,10/01/2019,20:00:00
Elberta,AL,USA,4,No,10/01/2019,19:00:00
Myrtle beach,SC,USA,4,No,10/01/2019,05:55:00
Kansas City (40 miles E of),MO,USA,4,No,09/12/2019,22:20:00
Valparaiso,IN,USA,4,No,09/12/2019,05:45:00
Oakville,CT,USA,4,No,09/11/2019,21:00:00
Everett,WA,USA,4,No,09/11/2019,21:00:00
Anaheim,CA,USA,4,No,09/11/2019,15:30:00
Overland Park,KS,USA,4,No,09/10/2019,05:00:00
Williamstown,KY,USA,4,No,09/09/2019,22:55:00
Graettinger,IA,USA,4,No,09/09/2019,21:00:00
St. Charles,MO,USA,4,No,09/08/2019,00:30:00
Rochester,WA,USA,4,No,09/07/2019,23:40:00
Grand Rapids,MI,USA,4,No,09/07/2019,05:45:00
Bayville,NY,USA,4,No,09/07/2019,03:00:00
Cottonwood,AZ,USA,4,No,09/07/2019,00:00:00
Amagansett,NY,USA,4,No,09/06/2019,19:00:00
North Prairie,WI,USA,4,No,09/06/2019,05:00:00
Eagle,ID,USA,4,No,09/05/2019,13:38:00
Virginia Beach,VA,USA,4,No,09/03/2019,23:03:00
Virginia Beach,VA,USA,4,No,09/03/2019,11:03:00
Council Bluffs,IA,USA,4,No,09/02/2019,21:45:00
League City,TX,USA,4,No,09/01/2019,20:30:00
North Providence,RI,USA,4,No,09/01/2019,02:00:00
Las Cruces,NM,USA,4,No,08/12/2019,21:37:00
Ivins,UT,USA,4,No,08/12/2019,01:00:00
Jarratt,VA,USA,4,No,08/10/2019,22:00:00
Brigantine,NJ,USA,4,No,08/10/2019,21:00:00
Charlotte,NC,USA,4,No,08/10/2019,12:15:00
Winchester,KY,USA,4,No,08/10/2019,06:00:00
Sod,WV,USA,4,No,08/09/2019,21:00:00
St. Augustine,FL,USA,4,No,08/08/2019,07:30:00
Safety Harbor,FL,USA,4,No,08/08/2019,06:16:00
Valdez,AK,USA,4,No,08/08/2019,00:00:00
Port Fidalgo,AK,USA,4,No,08/07/2019,00:05:00
Corolla,PA,USA,4,No,08/06/2019,21:16:00
Cortland,OH,USA,4,No,08/06/2019,06:30:00
Whitsett,NC,USA,4,No,08/05/2019,22:00:00
Isle of Palms,SC,USA,4,No,08/05/2019,22:00:00
Chatsworth,GA,USA,4,No,08/05/2019,21:30:00
Birmingham,AL,USA,4,No,08/05/2019,16:00:00
Deerfield,OH,USA,4,No,08/05/2019,06:35:00
Marcus Hook,PA,USA,4,No,08/05/2019,00:00:00
Knoxville & Gatlinburg,TN,USA,4,No,08/04/2019,23:00:00
Knoxville,TN,USA,4,No,08/04/2019,21:00:00
Midvale,UT,USA,4,No,08/04/2019,19:30:00
Duxbury,VT,USA,4,No,08/04/2019,04:10:00
Fish Haven,ID,USA,4,No,08/04/2019,03:00:00
Woonsocket,RI,USA,4,No,08/03/2019,21:30:00
Deer Creek,MN,USA,4,No,08/03/2019,08:30:00
Saint Paul,MN,USA,4,No,08/02/2019,20:58:00
Boonville,MO,USA,4,No,08/02/2019,00:00:00
South Haven,MI,USA,4,No,08/01/2019,13:00:00
Plano,TX,USA,4,No,07/12/2019,23:45:00
Whitefish,MT,USA,4,No,07/12/2019,12:45:00
Bellingham,WA,USA,4,No,07/11/2019,23:15:00
Dayton,NV,USA,4,No,07/11/2019,21:30:00
Burbank,IL,USA,4,No,07/11/2019,20:30:00
Clearlake,CA,USA,4,No,07/11/2019,16:00:00
Boise,ID,USA,4,No,07/11/2019,05:15:00
Fruitland,UT,USA,4,No,07/11/2019,02:30:00
Floyd,AR,USA,4,No,07/10/2019,21:30:00
Colorado Springs,CO,USA,4,No,07/10/2019,19:00:00
Hamilton,NE,USA,4,No,07/09/2019,20:10:00
Calabasas,CA,USA,4,No,07/09/2019,06:00:00
Durango,CO,USA,4,No,07/08/2019,22:00:00
West Babylon,NY,USA,4,No,07/08/2019,21:30:00
Kickapoo,IL,USA,4,No,07/08/2019,21:00:00
Scottsdale,AZ,USA,4,No,07/08/2019,02:15:00
Billings,MT,USA,4,No,07/08/2019,01:00:00
Anderson,CA,USA,4,No,07/07/2019,02:50:00
Maryville,IL,USA,4,No,07/06/2019,22:20:00
Mt. Prospect,IL,USA,4,No,07/06/2019,17:30:00
Las Vegas,NV,USA,4,No,07/06/2019,02:10:00
Los Angeles,CA,USA,4,No,07/05/2019,22:30:00
Greensburg,PA,USA,4,No,07/05/2019,22:08:00
Flushing,NY,USA,4,No,07/05/2019,01:30:00
Colville,WA,USA,4,No,07/04/2019,22:00:00
Bernalillo,NM,USA,4,No,07/04/2019,22:00:00
Loyisvillet,KY,USA,4,No,07/04/2019,21:38:00
Harlan,KY,USA,4,No,07/04/2019,21:30:00
Appleton,WI,USA,4,No,07/04/2019,21:00:00
Scottsdale,AZ,USA,4,No,07/04/2019,20:30:00
Glendale,NY,USA,4,No,07/04/2019,19:15:00
Amarillo,TX,USA,4,No,07/04/2019,18:00:00
Rich Hill,MO,USA,4,No,07/04/2019,10:30:00
Alexandria,IN,USA,4,No,07/03/2019,23:00:00
Winona,MN,USA,4,No,07/02/2019,02:00:00
Oregon Idaho border,ID,USA,4,No,07/01/2019,23:00:00
Moravia,IA,USA,4,No,07/01/2019,23:00:00
Marlton,NJ,USA,4,No,07/01/2019,21:00:00
Lakewood,CO,USA,4,No,07/01/2019,11:20:00
Socorro,NM,USA,4,No,06/12/2019,21:45:00
Port Saint Lucie,FL,USA,4,No,06/12/2019,00:00:00
Anderson,CA,USA,4,No,06/10/2019,02:25:00
Dublin,CA,USA,4,No,06/09/2019,17:10:00
Ashland,OR,USA,4,No,06/08/2019,12:18:00
Rockford,IL,USA,4,No,06/07/2019,22:50:00
Ruidoso,NM,USA,4,No,06/07/2019,16:00:00
Ruidoso,NM,USA,4,No,06/07/2019,16:00:00
Manitowoc,WI,USA,4,No,06/07/2019,15:45:00
Gilbert,AZ,USA,4,No,06/06/2019,21:25:00
New Brighton,MN,USA,4,No,06/05/2019,23:40:00
Pilot Mountain,NC,USA,4,No,06/03/2019,23:49:00
Verona,NJ,USA,4,No,06/01/2019,23:30:00
Blythe,CA,USA,4,No,06/01/2019,21:45:00
Peshtigo,WI,USA,4,No,06/01/2019,03:00:00
Chicago,IL,USA,4,No,05/12/2019,23:54:00
Burnsville,MN,USA,4,No,05/12/2019,02:30:00
Fruitland,UT,USA,4,No,05/11/2019,23:40:00
Herriman,UT,USA,4,No,05/11/2019,18:25:00
Newark,DE,USA,4,No,05/09/2019,21:00:00
Franklin,TN,USA,4,No,05/06/2019,12:00:00
Lynwood,CA,USA,4,No,05/05/2019,01:17:00
Wisconsin Rapids,WI,USA,4,No,05/04/2019,22:17:00
Salt Lake City,UT,USA,4,No,05/04/2019,18:20:00
Pompano Beach,FL,USA,4,No,05/04/2019,03:00:00
Trio,SC,USA,4,No,05/02/2019,21:55:00
Wichita Falls,TX,USA,4,No,05/02/2019,03:00:00
Doss,TX,USA,4,No,05/01/2019,05:30:00
Los Angeles,CA,USA,4,No,05/01/2019,03:00:00
Cleveland,TN,USA,4,No,04/11/2019,18:00:00
Harlem,NY,USA,4,No,04/11/2019,18:00:00
Beaver,OH,USA,4,No,04/10/2019,22:00:00
Scottsdale,AZ,USA,4,No,04/10/2019,19:00:00
Apache Junction,AZ,USA,4,No,04/10/2019,18:00:00
Gold Canyon,AZ,USA,4,No,04/10/2019,17:00:00
San Antonio,TX,USA,4,No,04/09/2019,00:00:00
Plainville,CT,USA,4,No,04/09/2019,23:30:00
Espanola,NM,USA,4,No,04/09/2019,19:30:00
Palmdale,CA,USA,4,No,04/08/2019,04:15:00
Orlando,FL,USA,4,No,04/07/2019,22:08:00
East Islip,NY,USA,4,No,04/06/2019,13:30:00
Montclair,NJ,USA,4,No,04/05/2019,18:00:00
West Cocalico,PA,USA,4,No,04/04/2019,08:10:00
Columbia,SC,USA,4,No,04/04/2019,06:55:00
Virginia Beach,VA,USA,4,No,04/04/2019,06:48:00
Huntsville,AL,USA,4,No,04/04/2019,05:55:00
Barrie,ON,Canada,4,No,04/03/2019,21:14:00
Showlow,AZ,USA,4,No,04/03/2019,02:00:00
Madisonville,KY,USA,4,No,04/02/2019,21:00:00
Chicago,IL,USA,4,No,04/02/2019,21:00:00
Gilbert,AZ,USA,4,No,04/01/2019,23:00:00
Snohomish,WA,USA,4,No,03/12/2019,16:30:00
Tega Cay,SC,USA,4,No,03/11/2019,20:45:00
Salt Lake City,UT,USA,4,No,03/11/2019,20:30:00
Harahan,LA,USA,4,No,03/10/2019,22:00:00
Dayton,OH,USA,4,No,03/10/2019,19:25:00
Tucson,AZ,USA,4,No,03/09/2019,19:10:00
Newmarket (Canada),ON,Canada,4,No,03/08/2019,00:00:00
Lake Como,WI,USA,4,No,03/03/2019,15:00:00
Chicopee,MA,USA,4,No,02/12/2019,19:00:00
Cape Canaveral,FL,USA,4,No,02/12/2019,02:00:00
Cairo,WV,USA,4,No,02/10/2019,22:00:00
North Attleboro,MA,USA,4,No,02/10/2019,20:35:00
Charleston,WV,USA,4,No,02/10/2019,06:00:00
Fanwood,NJ,USA,4,No,02/10/2019,06:00:00
Sewell,NJ,USA,4,No,02/09/2019,19:57:00
San Diego,CA,USA,4,No,02/09/2019,17:10:00
Monument,CO,USA,4,No,02/08/2019,16:00:00
Sunrise,FL,USA,4,No,02/06/2019,21:00:00
Toms River,NJ,USA,4,No,02/06/2019,01:00:00
Oxon Hill,MD,USA,4,No,02/05/2019,22:45:00
Billings,MT,USA,4,No,02/05/2019,13:00:00
Ithaca,NY,USA,4,No,02/04/2019,19:00:00
Kalamazoo,MI,USA,4,No,02/04/2019,03:15:00
Tampa,FL,USA,4,No,02/03/2019,23:20:00
Aurora,OH,USA,4,No,02/03/2019,21:30:00
Roseville,CA,USA,4,No,02/03/2019,16:35:00
South Amboy,NJ,USA,4,No,02/02/2019,00:28:00
Gillette,WY,USA,4,No,02/01/2019,20:00:00
Flamingo,FL,USA,4,No,02/01/2019,10:00:00
Storrs,CT,USA,4,No,01/12/2019,03:30:00
Abingdon,MD,USA,4,No,01/11/2019,19:00:00
Salisbury,NC,USA,4,No,01/10/2019,21:43:00
Dallas,TX,USA,4,No,01/10/2019,19:30:00
Maryville,TN,USA,4,No,01/10/2019,01:14:00
Fort Lee,VA,USA,4,No,01/09/2019,06:50:00
Rochester,NY,USA,4,No,01/08/2019,18:17:00
Greenwich,CT,USA,4,No,01/06/2019,23:40:00
Spiceland,IN,USA,4,No,01/05/2019,23:00:00
Talbotton,GA,USA,4,No,01/05/2019,20:30:00
Richmond,KY,USA,4,No,01/05/2019,07:15:00
Gastonia,NC,USA,4,No,01/04/2019,21:55:00
Palm Beach Gardens,FL,USA,4,No,01/04/2019,20:30:00
Austin,TX,USA,4,No,01/04/2019,00:26:00
Pacifica,CA,USA,4,No,01/03/2019,04:35:00
Tigard,OR,USA,4,No,01/01/2019,22:44:00
Salem oregon,OR,USA,4,No,01/01/2019,10:36:00
Port Charlotte,FL,USA,4,No,01/01/2019,00:04:00
Helena,MT,USA,4,No,12/12/2018,21:00:00
Arcadia,MO,USA,4,No,12/12/2018,20:00:00
Pleasant Hill,MO,USA,4,No,12/12/2018,14:25:00
Bozeman,MT,USA,4,No,12/11/2018,07:00:00
North Fort Myers,FL,USA,4,No,12/06/2018,07:30:00
Junction City,OR,USA,4,No,12/05/2018,05:25:00
Kingman,AZ,USA,4,No,12/04/2018,13:31:00
Evanston,WY,USA,4,No,11/11/2018,17:58:00
Midland,NC,USA,4,No,11/08/2018,19:00:00
Whiteville,TN,USA,4,No,11/08/2018,17:30:00
Fort Myers,FL,USA,4,No,11/07/2018,19:00:00
Barrington,IL,USA,4,No,11/04/2018,21:36:00
Sunset,NC,USA,4,No,10/12/2018,22:00:00
Gansevoort,NY,USA,4,No,10/12/2018,20:05:00
North Augusta,SC,USA,4,No,10/12/2018,02:30:00
Albany,NY,USA,4,No,10/10/2018,23:38:00
Greensboro,NC,USA,4,No,10/10/2018,21:23:00
Boise,ID,USA,4,No,10/08/2018,09:00:00
Auburn,ME,USA,4,No,10/08/2018,01:30:00
Sebastopol,CA,USA,4,No,10/07/2018,19:30:00
Benson,AZ,USA,4,No,10/07/2018,19:30:00
Walnut Creek,CA,USA,4,No,10/07/2018,19:30:00
Lahania,HI,USA,4,No,10/07/2018,19:15:00
Trio,SC,USA,4,No,10/07/2018,05:45:00
Taylor,MI,USA,4,No,10/07/2018,04:00:00
Athol,ID,USA,4,No,10/07/2018,03:26:00
Walsenburg,CO,USA,4,No,10/06/2018,22:00:00
Hamilton,OH,USA,4,No,10/05/2018,23:50:00
Laurel,MD,USA,4,No,10/04/2018,21:00:00
Largo,Fl,USA,4,No,10/04/2018,05:45:00
Deadwood,SD,USA,4,No,09/12/2018,17:00:00
Reelsville,IN,USA,4,No,09/10/2018,21:00:00
Hobbs,NM,USA,4,No,09/09/2018,07:50:00
Tampa,FL,USA,4,No,09/07/2018,04:00:00
Scarborough (Canada),ON,Canada,4,No,09/06/2018,22:13:00
Kinnelon,NJ,USA,4,No,09/05/2018,09:39:00
Eaton,IN,USA,4,No,09/03/2018,20:50:00
Newark,NJ,USA,4,No,09/03/2018,20:20:00
Spokane Valley,WA,USA,4,No,09/03/2018,14:30:00
River Heights,UT,USA,4,No,09/01/2018,22:15:00
Fort Collins,CO,USA,4,No,09/01/2018,19:00:00
Fort Collins,CO,USA,4,No,09/01/2018,19:00:00
Fort Collins,CO,USA,4,No,09/01/2018,18:30:00
Elgin,IL,USA,4,No,09/01/2018,17:00:00
Dublin,GA,USA,4,No,08/12/2018,23:00:00
Daytona Beach,FL,USA,4,No,08/12/2018,21:00:00
Edmonds,WA,USA,4,No,08/12/2018,18:18:00
Chillicothe,OH,USA,4,No,08/11/2018,23:00:00
Morristown,TN,USA,4,No,08/11/2018,22:00:00
Minnetonka,MN,USA,4,No,08/11/2018,07:00:00
Bradford,RI,USA,4,No,08/08/2018,21:30:00
Boise,ID,USA,4,No,08/07/2018,08:44:00
Gardner,MA,USA,4,No,08/05/2018,21:15:00
Houston,TX,USA,4,No,08/04/2018,13:33:00
Port St. Lucie,FL,USA,4,No,08/03/2018,23:00:00
Ortonville,MI,USA,4,No,08/02/2018,22:15:00
Florence,KY,USA,4,No,08/02/2018,20:00:00
Zebulon,NC,USA,4,No,08/01/2018,22:00:00
Tallahassee,FL,USA,4,No,07/12/2018,05:10:00
Moses Lake,WA,USA,4,No,07/11/2018,18:00:00
Los Feliz,CA,USA,4,No,07/11/2018,16:30:00
Eau Claire,WI,USA,4,No,07/10/2018,05:00:00
North Myrtle Beach,SC,USA,4,No,07/09/2018,22:30:00
North Myrtle Beach,SC,USA,4,No,07/09/2018,22:30:00
Blue Springs,MO,USA,4,No,07/08/2018,20:40:00
Columbia,PA,USA,4,No,07/08/2018,12:00:00
Blaine,MN,USA,4,No,07/08/2018,00:22:00
Antelope,CA,USA,4,No,07/07/2018,23:00:00
Chestertown,NY,USA,4,No,07/06/2018,03:00:00
Grayling,MI,USA,4,No,07/06/2018,01:00:00
